[conf]                N               3
[conf]                J            3.034
[conf]             beta           1.000
[conf]              dt0       4.000e-01
[conf]        eps_trunc       1.000e-04
[conf]           eps_dt       9.000e-02
[conf]          eps_tol       1.000e-03
[conf]             Dmax              10
[conf]           dt_red           0.800
[conf]         phys_gap       1.000e-03
[info]           i      MBD                dt                 E           rel_err           exp_err             slope
[itstep]         0    2.000         4.000e-01     -6.2609330285      1.000000e+00      1.000000e-03     -1.594900e+01
[itstep]         1    2.000         4.000e-01     -6.2644612346      5.635272e-04      2.201278e+01     -8.820515e-03
[itstep]         2    2.000         4.000e-01     -6.2661461810      2.689691e-04      1.050660e+01     -4.212366e-03
[itstep]         3    2.000         4.000e-01     -6.2724254077      1.002087e-03      3.914404e+01     -1.569807e-02
[itstep]         4    2.000         4.000e-01     -6.2795623206      1.137823e-03      4.444623e+01     -1.784228e-02
[itstep]         5    2.000         4.000e-01     -6.2868875063      1.166512e-03      4.556688e+01     -1.831296e-02
[itstep]         6    2.000         4.000e-01     -6.2940545701      1.140002e-03      4.453132e+01     -1.791766e-02
[itstep]         7    2.000         4.000e-01     -6.3007780727      1.068231e-03      4.172776e+01     -1.680876e-02
[itstep]         8    2.000         4.000e-01     -6.3068437040      9.626797e-04      3.760468e+01     -1.516408e-02
[itstep]         9    2.000         4.000e-01     -6.3121261062      8.375667e-04      3.271745e+01     -1.320601e-02
[itstep]        10    2.000         4.000e-01     -6.3165869012      7.067025e-04      2.760556e+01     -1.115199e-02
[itstep]        11    2.000         4.000e-01     -6.3202569510      5.810179e-04      2.269601e+01     -9.175125e-03
[itstep]        12    2.000         4.000e-01     -6.3232122131      4.675857e-04      1.826507e+01     -7.388155e-03
[itstep]        13    2.000         4.000e-01     -6.3255509801      3.698701e-04      1.444805e+01     -5.846917e-03
[itstep]        14    2.000         4.000e-01     -6.3273765798      2.886072e-04      1.127372e+01     -4.563999e-03
[itstep]        15    2.000         4.000e-01     -6.3287863723      2.228084e-04      8.703452e+00     -3.524481e-03
[itstep]        16    2.000         4.000e-01     -6.3298660520      1.705982e-04      6.663993e+00     -2.699199e-03
[itstep]        17    2.000         4.000e-01     -6.3306876651      1.297994e-04      5.070291e+00     -2.054033e-03
[itstep]        18    2.000         4.000e-01     -6.3313098684      9.828368e-05      3.839206e+00     -1.555508e-03
