[conf]                N               5
[conf]                J            3.724
[conf]             beta           1.000
[conf]              dt0       4.000e-01
[conf]        eps_trunc       1.000e-04
[conf]           eps_dt       9.000e-02
[conf]          eps_tol       1.000e-03
[conf]             Dmax              10
[conf]           dt_red           0.800
[conf]         phys_gap       1.000e-03
[info]           i      MBD                dt                 E           rel_err           exp_err             slope
[itstep]         0    3.000         4.000e-01    -14.5787545488      1.000000e+00      1.000000e-03     -2.994867e+01
[itstep]         1    3.000         4.000e-01    -14.5919014163      9.017826e-04      3.522588e+01     -3.286717e-02
[itstep]         2    3.000         4.000e-01    -14.5909948860     -6.212558e-05      2.426781e+00      2.266326e-03
[itstep]         3    3.000         4.000e-01    -14.5902426721     -5.155330e-05      2.013801e+00      1.880535e-03
[itstep]         4    3.000         4.000e-01    -14.5895229333     -4.933014e-05      1.926959e+00      1.799347e-03
[itstep]         5    3.000         4.000e-01    -14.5888061665     -4.912887e-05      1.919096e+00      1.791917e-03
[itstep]         6    3.000         4.000e-01    -14.5880899588     -4.909296e-05      1.917694e+00      1.790519e-03
[itstep]         7    3.000         4.000e-01    -14.5873747732     -4.902531e-05      1.915051e+00      1.787964e-03
[itstep]         8    3.000         4.000e-01    -14.5866613304     -4.890824e-05      1.910478e+00      1.783607e-03
[itstep]         9    3.000         4.000e-01    -14.5859503661     -4.874071e-05      1.903934e+00      1.777411e-03
[itstep]        10    3.000         4.000e-01    -14.5852426078     -4.852329e-05      1.895441e+00      1.769396e-03
[itstep]        11    3.000         4.000e-01    -14.5845387698     -4.825686e-05      1.885034e+00      1.759595e-03
[itstep]        12    3.000         4.000e-01    -14.5838395503     -4.794252e-05      1.872754e+00      1.748049e-03
[itstep]        13    3.000         4.000e-01    -14.5831456289     -4.758153e-05      1.858653e+00      1.734803e-03
[itstep]        14    3.000         4.000e-01    -14.5824576640     -4.717535e-05      1.842787e+00      1.719912e-03
[itstep]        15    3.000         4.000e-01    -14.5817762900     -4.672559e-05      1.825218e+00      1.703435e-03
[itstep]        16    3.000         4.000e-01    -14.5811021161     -4.623401e-05      1.806016e+00      1.685435e-03
[itstep]        17    3.000         4.000e-01    -14.5804357232     -4.570250e-05      1.785254e+00      1.665982e-03
[itstep]        18    3.000         4.000e-01    -14.5797776633     -4.513308e-05      1.763011e+00      1.645150e-03
[itstep]        19    3.000         4.000e-01    -14.5791284571     -4.452785e-05      1.739369e+00      1.623015e-03
[itstep]        20    3.000         4.000e-01    -14.5784885933     -4.388903e-05      1.714415e+00      1.599660e-03
[itstep]        21    3.000         4.000e-01    -14.5778585272     -4.321889e-05      1.688238e+00      1.575165e-03
[itstep]        22    3.000         4.000e-01    -14.5772386801     -4.251976e-05      1.660928e+00      1.549618e-03
[itstep]        23    3.000         4.000e-01    -14.5766294388     -4.179401e-05      1.632579e+00      1.523103e-03
