[conf]                N               3
[conf]                J            2.345
[conf]             beta           1.000
[conf]              dt0       4.000e-01
[conf]        eps_trunc       1.000e-04
[conf]           eps_dt       9.000e-02
[conf]          eps_tol       1.000e-03
[conf]             Dmax              10
[conf]           dt_red           0.800
[conf]         phys_gap       1.000e-03
[info]           i      MBD                dt                 E           rel_err           exp_err             slope
[itstep]         0    2.000         4.000e-01     -4.7291075576      1.000000e+00      1.000000e-03     -1.533436e+01
[itstep]         1    2.000         4.000e-01     -4.9952044006      5.626788e-02      2.197964e+03     -6.652421e-01
[itstep]         2    2.000         4.000e-01     -5.0130752250      3.577596e-03      1.397499e+02     -4.467706e-02
[itstep]         3    2.000         4.000e-01     -5.0243751344      2.254087e-03      8.805029e+01     -2.824977e-02
[itstep]         4    2.000         4.000e-01     -5.0379151575      2.694867e-03      1.052682e+02     -3.385006e-02
[itstep]         5    2.000         4.000e-01     -5.0544788562      3.287808e-03      1.284300e+02     -4.140925e-02
[itstep]         6    2.000         4.000e-01     -5.0739605987      3.854352e-03      1.505606e+02     -4.870436e-02
[itstep]         7    2.000         4.000e-01     -5.0956942568      4.283371e-03      1.673192e+02     -5.433415e-02
[itstep]         8    2.000         4.000e-01     -5.1185352819      4.482417e-03      1.750944e+02     -5.710256e-02
[itstep]         9    2.000         4.000e-01     -5.1410799914      4.404524e-03      1.720517e+02     -5.636177e-02
[itstep]        10    2.000         4.000e-01     -5.1619948875      4.068191e-03      1.589137e+02     -5.228724e-02
[itstep]        11    2.000         4.000e-01     -5.1803112306      3.548307e-03      1.386057e+02     -4.579086e-02
[itstep]        12    2.000         4.000e-01     -5.1955596882      2.943541e-03      1.149821e+02     -3.812114e-02
[itstep]        13    2.000         4.000e-01     -5.2077278369      2.342028e-03      9.148549e+01     -3.042037e-02
[itstep]        14    2.000         4.000e-01     -5.2171139753      1.802348e-03      7.040422e+01     -2.346535e-02
[itstep]        15    2.000         4.000e-01     -5.2241664018      1.351787e-03      5.280418e+01     -1.763107e-02
[itstep]        16    2.000         4.000e-01     -5.2293614381      9.944240e-04      3.884469e+01     -1.298759e-02
[itstep]        17    2.000         4.000e-01     -5.2331326933      7.211694e-04      2.817068e+01     -9.428138e-03
[itstep]        18    2.000         4.000e-01     -5.2358414027      5.176076e-04      2.021905e+01     -6.771773e-03
[itstep]        19    2.000         4.000e-01     -5.2377721036      3.687470e-04      1.440418e+01     -4.826752e-03
[itstep]        20    2.000         4.000e-01     -5.2391407643      2.613059e-04      1.020726e+01     -3.421652e-03
[itstep]        21    2.000         4.000e-01     -5.2401072466      1.844734e-04      7.205994e+00     -2.416206e-03
[itstep]        22    2.000         4.000e-01     -5.2407878642      1.298862e-04      5.073679e+00     -1.701544e-03
[itstep]        23    2.000         4.000e-01     -5.2412662461      9.128053e-05      3.565646e+00     -1.195955e-03
[itstep]        24    2.000         4.000e-01     -5.2416020281      6.406506e-05      2.502541e+00     -8.394551e-04
[itstep]        25    2.000         4.000e-01     -5.2418374933      4.492238e-05      1.754780e+00     -5.886631e-04
[itstep]        26    2.000         4.000e-01     -5.2420025017      3.147912e-05      1.229653e+00     -4.125211e-04
[itstep]        27    2.000         4.000e-01     -5.2421180816      2.204880e-05      8.612814e-01     -2.889497e-04
[itstep]        28    2.000         4.000e-01     -5.2421990128      1.543865e-05      6.030722e-01     -2.023280e-04
[itstep]        29    2.000         4.000e-01     -5.2422556694      1.080778e-05      4.221790e-01     -1.416414e-04
[itstep]        30    2.000         4.000e-01     -5.2422953259      7.564779e-06      2.954992e-01     -9.914127e-05
[itstep]        31    2.000         4.000e-01     -5.2423230802      5.294299e-06      2.068085e-01     -6.938569e-05
[itstep]        32    2.000         4.000e-01     -5.2423425029      3.704993e-06      1.447263e-01     -4.855693e-05
[itstep]        33    2.000         4.000e-01     -5.2423560945      2.592646e-06      1.012752e-01     -3.397884e-05
[itstep]        34    2.000         4.000e-01     -5.2423656051      1.814190e-06      7.086678e-02     -2.377657e-05
[itstep]        35    2.000         4.000e-01     -5.2423722600      1.269436e-06      4.958734e-02     -1.663712e-05
[itstep]        36    2.000         4.000e-01     -5.2423769164      8.882413e-07      3.469692e-02     -1.164123e-05
[itstep]        37    2.000         4.000e-01     -5.2423801746      6.215063e-07      2.427759e-02     -8.145426e-06
[itstep]        38    2.000         4.000e-01     -5.2423824544      4.348668e-07      1.698698e-02     -5.699342e-06
[itstep]        39    2.000         4.000e-01     -5.2423840495      3.042735e-07      1.188568e-02     -3.987796e-06
[itstep]        40    2.000         4.000e-01     -5.2423851656      2.128973e-07      8.316302e-03     -2.790224e-06
[itstep]        41    2.000         4.000e-01     -5.2423859465      1.489618e-07      5.818821e-03     -1.952288e-06
[itstep]        42    2.000         4.000e-01     -5.2423864929      1.042266e-07      4.071353e-03     -1.365991e-06
