[conf]                N               3
[conf]                J            0.966
[conf]             beta           1.000
[conf]              dt0       4.000e-01
[conf]        eps_trunc       1.000e-04
[conf]           eps_dt       9.000e-02
[conf]          eps_tol       1.000e-03
[conf]             Dmax              10
[conf]           dt_red           0.800
[conf]         phys_gap       1.000e-03
[info]           i      MBD                dt                 E           rel_err           exp_err             slope
[itstep]         0    2.000         4.000e-01     -1.2881366592      1.000000e+00      1.000000e-03     -4.862754e+00
[itstep]         1    2.000         4.000e-01     -2.2945486452      7.812929e-01      3.051925e+04     -2.516030e+00
[itstep]         2    2.000         4.000e-01     -2.8238258519      2.306672e-01      9.010439e+03     -1.323193e+00
[itstep]         3    2.000         4.000e-01     -3.0946556516      9.590882e-02      3.746438e+03     -6.770745e-01
[itstep]         4    2.000         4.000e-01     -3.2561073958      5.217115e-02      2.037936e+03     -4.036294e-01
[itstep]         5    2.000         4.000e-01     -3.3512062369      2.920630e-02      1.140871e+03     -2.377471e-01
[itstep]         6    2.000         4.000e-01     -3.4024932279      1.530404e-02      5.978140e+02     -1.282175e-01
[itstep]         7    2.000         4.000e-01     -3.4282569662      7.572018e-03      2.957819e+02     -6.440935e-02
[itstep]         8    2.000         4.000e-01     -3.4406737946      3.621907e-03      1.414807e+02     -3.104207e-02
[itstep]         9    2.000         4.000e-01     -3.4465312074      1.702403e-03      6.650011e+01     -1.464353e-02
[itstep]        10    2.000         4.000e-01     -3.4492655011      7.933466e-04      3.099010e+01     -6.835734e-03
[itstep]        11    2.000         4.000e-01     -3.4505355263      3.682016e-04      1.438288e+01     -3.175063e-03
[itstep]        12    2.000         4.000e-01     -3.4511240410      1.705575e-04      6.662403e+00     -1.471287e-03
[itstep]        13    2.000         4.000e-01     -3.4513964521      7.893400e-05      3.083359e+00     -6.810276e-04
[itstep]        14    2.000         4.000e-01     -3.4515224808      3.651528e-05      1.426378e+00     -3.150718e-04
[itstep]        15    2.000         4.000e-01     -3.4515807730      1.688885e-05      6.597208e-01     -1.457306e-04
[itstep]        16    2.000         4.000e-01     -3.4516077321      7.810630e-06      3.051027e-01     -6.739755e-05
[itstep]        17    2.000         4.000e-01     -3.4516201994      3.612049e-06      1.410957e-01     -3.116844e-05
[itstep]        18    2.000         4.000e-01     -3.4516259649      1.670370e-06      6.524882e-02     -1.441370e-05
[itstep]        19    2.000         4.000e-01     -3.4516286311      7.724451e-07      3.017364e-02     -6.665479e-06
[itstep]        20    2.000         4.000e-01     -3.4516298640      3.572077e-07      1.395342e-02     -3.082370e-06
[itstep]        21    2.000         4.000e-01     -3.4516304342      1.651859e-07      6.452575e-03     -1.425402e-06
[itstep]        22    2.000         4.000e-01     -3.4516306979      7.638797e-08      2.983905e-03     -6.591576e-07
[itstep]        23    2.000         4.000e-01     -3.4516308198      3.532455e-08      1.379865e-03     -3.048183e-07
[update_dt]  (i= 24) Reduced time step from   0.400000 to   0.320000
[update_E0]  (i= 24) Extrapolated energy ground state E0:  -6.302039
[itstep]        24    2.000         3.200e-01     -3.4516308762      1.633534e-08      6.380993e-04     -1.409589e-07
[itstep]        25    2.000         3.200e-01     -3.4560888207      1.291547e-03      1.231715e+02     -1.393108e-02
[itstep]        26    2.000         3.200e-01     -3.4567541193      1.925004e-04      1.835827e+01     -2.079058e-03
[itstep]        27    2.000         3.200e-01     -3.4568896068      3.919500e-05      3.737927e+00     -4.233984e-04
