[conf]                N               3
[conf]                J            2.207
[conf]             beta           1.000
[conf]              dt0       4.000e-01
[conf]        eps_trunc       1.000e-04
[conf]           eps_dt       9.000e-02
[conf]          eps_tol       1.000e-03
[conf]             Dmax              10
[conf]           dt_red           0.800
[conf]         phys_gap       1.000e-03
[info]           i      MBD                dt                 E           rel_err           exp_err             slope
[itstep]         0    2.000         4.000e-01     -4.5235804451      1.000000e+00      1.000000e-03     -1.231305e+01
[itstep]         1    2.000         4.000e-01     -5.0160477751      1.088667e-01      4.252606e+03     -1.231168e+00
[itstep]         2    2.000         4.000e-01     -5.0243090518      1.646969e-03      6.433474e+01     -2.065319e-02
[itstep]         3    2.000         4.000e-01     -5.0258561060      3.079138e-04      1.202788e+01     -3.867635e-03
[itstep]         4    2.000         4.000e-01     -5.0276585080      3.586259e-04      1.400882e+01     -4.506005e-03
[itstep]         5    2.000         4.000e-01     -5.0290503085      2.768288e-04      1.081362e+01     -3.479501e-03
[itstep]         6    2.000         4.000e-01     -5.0300345415      1.957095e-04      7.644902e+00     -2.460582e-03
[itstep]         7    2.000         4.000e-01     -5.0307169494      1.356667e-04      5.299479e+00     -1.706020e-03
[itstep]         8    2.000         4.000e-01     -5.0311875755      9.355049e-05      3.654316e+00     -1.176565e-03
[itstep]         9    2.000         4.000e-01     -5.0315115085      6.438500e-05      2.515039e+00     -8.098326e-04
[itstep]        10    2.000         4.000e-01     -5.0317342502      4.426934e-05      1.729271e+00     -5.568542e-04
[itstep]        11    2.000         4.000e-01     -5.0318873173      3.042036e-05      1.188295e+00     -3.826679e-04
[itstep]        12    2.000         4.000e-01     -5.0319924618      2.089563e-05      8.162356e-01     -2.628612e-04
[itstep]        13    2.000         4.000e-01     -5.0320646675      1.434932e-05      5.605204e-01     -1.805142e-04
[itstep]        14    2.000         4.000e-01     -5.0321142438      9.852087e-06      3.848471e-01     -1.239408e-04
[itstep]        15    2.000         4.000e-01     -5.0321482785      6.763492e-06      2.641989e-01     -8.508666e-05
[itstep]        16    2.000         4.000e-01     -5.0321716415      4.642763e-06      1.813579e-01     -5.840768e-05
[itstep]        17    2.000         4.000e-01     -5.0321876781      3.186813e-06      1.244849e-01     -4.009147e-05
[itstep]        18    2.000         4.000e-01     -5.0321986853      2.187354e-06      8.544352e-02     -2.751794e-05
[itstep]        19    2.000         4.000e-01     -5.0322062402      1.501307e-06      5.864482e-02     -1.888719e-05
[itstep]        20    2.000         4.000e-01     -5.0322114254      1.030414e-06      4.025056e-02     -1.296314e-05
[itstep]        21    2.000         4.000e-01     -5.0322149843      7.072101e-07      2.762540e-02     -8.897077e-06
[itstep]        22    2.000         4.000e-01     -5.0322174268      4.853792e-07      1.896013e-02     -6.106332e-06
[itstep]        23    2.000         4.000e-01     -5.0322191032      3.331281e-07      1.301282e-02     -4.190932e-06
[itstep]        24    2.000         4.000e-01     -5.0322202537      2.286333e-07      8.930988e-03     -2.876332e-06
[itstep]        25    2.000         4.000e-01     -5.0322210433      1.569157e-07      6.129520e-03     -1.974086e-06
[itstep]        26    2.000         4.000e-01     -5.0322215853      1.076943e-07      4.206807e-03     -1.354853e-06
[itstep]        27    2.000         4.000e-01     -5.0322219572      7.391253e-08      2.887208e-03     -9.298605e-07
[itstep]        28    2.000         4.000e-01     -5.0322222125      5.072747e-08      1.981542e-03     -6.381797e-07
[itstep]        29    2.000         4.000e-01     -5.0322223877      3.481513e-08      1.359966e-03     -4.379937e-07
[update_dt]  (i= 30) Reduced time step from   0.400000 to   0.320000
[update_E0]  (i= 30) Extrapolated energy ground state E0:  -8.802056
[itstep]        30    2.000         3.200e-01     -5.0322225079      2.389421e-08      9.333675e-04     -3.006024e-07
[itstep]        31    2.000         3.200e-01     -5.0838894096      1.026721e-02      9.791578e+02     -1.614591e-01
[itstep]        32    2.000         3.200e-01     -5.0880578883      8.199389e-04      7.819547e+01     -1.302650e-02
[itstep]        33    2.000         3.200e-01     -5.0887426349      1.345792e-04      1.283447e+01     -2.139833e-03
[itstep]        34    2.000         3.200e-01     -5.0888842131      2.782185e-05      2.653299e+00     -4.424320e-04
[itstep]        35    2.000         3.200e-01     -5.0889150300      6.055736e-06      5.775200e-01     -9.630294e-05
