[conf]                N               5
[conf]                J            1.931
[conf]             beta           1.000
[conf]              dt0       4.000e-01
[conf]        eps_trunc       1.000e-04
[conf]           eps_dt       9.000e-02
[conf]          eps_tol       1.000e-03
[conf]             Dmax              10
[conf]           dt_red           0.800
[conf]         phys_gap       1.000e-03
[info]           i      MBD                dt                 E           rel_err           exp_err             slope
[itstep]         0    3.000         4.000e-01     -7.9589281898      1.000000e+00      1.000000e-03     -2.784895e+01
[itstep]         1    3.000         4.000e-01     -8.4676909205      6.392352e-02      2.497013e+03     -1.271907e+00
[itstep]         2    3.000         4.000e-01     -8.4878189719      2.377041e-03      9.285318e+01     -5.032013e-02
[itstep]         3    3.000         4.000e-01     -8.4898324427      2.372189e-04      9.266362e+00     -5.033677e-03
[itstep]         4    3.000         4.000e-01     -8.4920820527      2.649770e-04      1.035066e+01     -5.624025e-03
[itstep]         5    3.000         4.000e-01     -8.4947482063      3.139576e-04      1.226397e+01     -6.665384e-03
[itstep]         6    3.000         4.000e-01     -8.4975134623      3.255254e-04      1.271583e+01     -6.913140e-03
[itstep]         7    3.000         4.000e-01     -8.5002327278      3.200072e-04      1.250028e+01     -6.798164e-03
[itstep]         8    3.000         4.000e-01     -8.5028455575      3.073833e-04      1.200716e+01     -6.532074e-03
[itstep]         9    3.000         4.000e-01     -8.5053237100      2.914498e-04      1.138476e+01     -6.195381e-03
[itstep]        10    3.000         4.000e-01     -8.5076521515      2.737628e-04      1.069386e+01     -5.821104e-03
[itstep]        11    3.000         4.000e-01     -8.5098227114      2.551303e-04      9.966028e+00     -5.426400e-03
[itstep]        12    3.000         4.000e-01     -8.5118318364      2.360948e-04      9.222454e+00     -5.022813e-03
[itstep]        13    3.000         4.000e-01     -8.5136795690      2.170781e-04      8.479615e+00     -4.619331e-03
[itstep]        14    3.000         4.000e-01     -8.5153688646      1.984213e-04      7.750833e+00     -4.223239e-03
[itstep]        15    3.000         4.000e-01     -8.5169050018      1.803959e-04      7.046713e+00     -3.840343e-03
[itstep]        16    3.000         4.000e-01     -8.5182950358      1.632088e-04      6.375344e+00     -3.475085e-03
[itstep]        17    3.000         4.000e-01     -8.5195472952      1.470082e-04      5.742509e+00     -3.130649e-03
[itstep]        18    3.000         4.000e-01     -8.5206709357      1.318897e-04      5.151941e+00     -2.809101e-03
[itstep]        19    3.000         4.000e-01     -8.5216755576      1.179041e-04      4.605628e+00     -2.511555e-03
[itstep]        20    3.000         4.000e-01     -8.5225708911      1.050654e-04      4.104118e+00     -2.238334e-03
[itstep]        21    3.000         4.000e-01     -8.5233665471      9.335868e-05      3.646824e+00     -1.989140e-03
[itstep]        22    3.000         4.000e-01     -8.5240718281      8.274676e-05      3.232295e+00     -1.763202e-03
[itstep]        23    3.000         4.000e-01     -8.5246955925      7.317681e-05      2.858469e+00     -1.559411e-03
[itstep]        24    3.000         4.000e-01     -8.5252461637      6.458544e-05      2.522869e+00     -1.376428e-03
[itstep]        25    3.000         4.000e-01     -8.5257312763      5.690305e-05      2.222775e+00     -1.212781e-03
[itstep]        26    3.000         4.000e-01     -8.5261580505      5.005720e-05      1.955359e+00     -1.066936e-03
[itstep]        27    3.000         4.000e-01     -8.5265329903      4.397524e-05      1.717783e+00     -9.373496e-04
[itstep]        28    3.000         4.000e-01     -8.5268619969      3.858621e-05      1.507274e+00     -8.225164e-04
[itstep]        29    3.000         4.000e-01     -8.5271503940      3.382218e-05      1.321179e+00     -7.209927e-04
[itstep]        30    3.000         4.000e-01     -8.5274029611      2.961917e-05      1.156999e+00     -6.314177e-04
[itstep]        31    3.000         4.000e-01     -8.5276239711      2.591763e-05      1.012407e+00     -5.525251e-04
[itstep]        32    3.000         4.000e-01     -8.5278172304      2.266274e-05      8.852632e-01     -4.831483e-04
[itstep]        33    3.000         4.000e-01     -8.5279861191      1.980444e-05      7.736111e-01     -4.222217e-04
[itstep]        34    3.000         4.000e-01     -8.5281336307      1.729735e-05      6.756778e-01     -3.687790e-04
[itstep]        35    3.000         4.000e-01     -8.5282624102      1.510055e-05      5.898654e-01     -3.219489e-04
[itstep]        36    3.000         4.000e-01     -8.5283747902      1.317736e-05      5.147405e-01     -2.809499e-04
[itstep]        37    3.000         4.000e-01     -8.5284728237      1.149499e-05      4.490229e-01     -2.450839e-04
[itstep]        38    3.000         4.000e-01     -8.5285583156      1.002428e-05      3.915735e-01     -2.137295e-04
[itstep]        39    3.000         4.000e-01     -8.5286328497      8.739366e-06      3.413815e-01     -1.863355e-04
[itstep]        40    3.000         4.000e-01     -8.5286978153      7.617346e-06      2.975526e-01     -1.624139e-04
[itstep]        41    3.000         4.000e-01     -8.5287544289      6.638007e-06      2.592972e-01     -1.415339e-04
[itstep]        42    3.000         4.000e-01     -8.5288037552      5.783537e-06      2.259194e-01     -1.233159e-04
[itstep]        43    3.000         4.000e-01     -8.5288467256      5.038268e-06      1.968073e-01     -1.074260e-04
[itstep]        44    3.000         4.000e-01     -8.5288841539      4.388434e-06      1.714232e-01     -9.357070e-05
[itstep]        45    3.000         4.000e-01     -8.5289167510      3.821961e-06      1.492953e-01     -8.149265e-05
[itstep]        46    3.000         4.000e-01     -8.5289451374      3.328264e-06      1.300103e-01     -7.096622e-05
[itstep]        47    3.000         4.000e-01     -8.5289698550      2.898079e-06      1.132062e-01     -6.179389e-05
[itstep]        48    3.000         4.000e-01     -8.5289913761      2.523298e-06      9.856632e-02     -5.380282e-05
[itstep]        49    3.000         4.000e-01     -8.5290101129      2.196833e-06      8.581379e-02     -4.684192e-05
[itstep]        50    3.000         4.000e-01     -8.5290264246      1.912492e-06      7.470673e-02     -4.077916e-05
